report_id,indicator_id,indicator_name,dimension,indicator_type,status,value,unit,qualitative_text,evidence_quote,page_no,block_id,block_type,llm_confidence,llm_reason,source_candidate_count,elapsed_seconds,postprocess_repaired,quantitative_incomplete,repair_method,repair_reason,raw_response,review_label,review_notes,manual_label,manual_notes
600850_电科数字_2025_ESG报告,s_customer_complaints,客户投诉,S,quantitative,found,0,件,未收到客户投诉,未收到 客户投诉,17,600850_电科数字_2025_ESG报告:p17:b11,paragraph,1.0000,证据明确披露未收到投诉，数值为0,2,2.219,true,false,zero_event_normalization,normalized zero-event count from evidence_quote,,,,,
688348_昱能科技_2025_ESG报告,s_work_injury,工伤事故,S,quantitative,found,14,天,2025年因工伤损失的工作日数为14天，发生一起上下班途中交通事故导致的工伤事件。,2025年，公司发生一起工伤事件，为员工上下班途中发生交通事故，已按规定完成工伤认定申请,53,688348_昱能科技_2025_ESG报告:p53:b2,table,1.0000,表格明确列出2025年因工伤损失工作日数为14天。,3,3.231,true,false,exact_source_excerpt_reconciliation,replaced a joined/paraphrased quote with the longest verbatim source segment,,,,,
000016_深康佳Ａ_2025_ESG报告,e_carbon_management,碳排放管理措施,E,boolean,found,true,,成立EHSQ委员会及专业组，制定管理规定，构建绿色低碳管理体系，下达节能减排目标，采取技术措施及推动节能降碳项目。,制定《康佳集团股份有限公司节能降碳与生态环境保护管理工作规定,13,000016_深康佳Ａ_2025_ESG报告:p13:b3,paragraph,1.0000,证据明确披露了碳排放管理的组织架构、制度文件及具体措施。,2,3.187,true,false,exact_source_excerpt_reconciliation,replaced a joined/paraphrased quote with the longest verbatim source segment,,,,,
000403_派林生物_2025_ESG报告,e_carbon_management,碳排放管理措施,E,boolean,found,True,,建立能源管理体系，建设能碳管理平台与能源管理系统，实现数据精准采集与实时监控。,正在建设能碳管理平台与能源管理系统，以实现对厂区能源数据的精准采集与实时监控,24,000403_派林生物_2025_ESG报告:p24:b2,paragraph,0.9500,证据明确披露了建立能源管理体系及建设能碳管理平台等措施。,1,2.842,true,false,exact_source_excerpt_reconciliation,replaced a joined/paraphrased quote with the longest verbatim source segment,,,,,
000503_国新健康_2025_ESG报告,e_green_office,绿色办公,E,boolean,found,true,,推行无纸化办公，构建绿色办公场景，倡导绿色低碳办公方式，引导员工提升资源节约意识。,"完善废弃物管控体系, 推行垃圾分类、无纸化办公, 构建绿色办公场景",4,000503_国新健康_2025_ESG报告:p4:b2,paragraph,1.0000,证据明确提及推行无纸化办公及构建绿色办公场景，符合指标定义。,3,2.916,true,false,exact_source_excerpt_reconciliation,replaced a joined/paraphrased quote with the longest verbatim source segment,,,,,
000526_学大教育_2025_ESG报告,e_climate_risk,气候风险管理,E,boolean,found,true,,公司参考IFRS S2，系统识别、分析并管理气候变化风险与机遇，提升综合应对能力。,系统识别、分析并管理气候变化风险与机遇，支撑后续经营决策优化，全面提升气候风险与机遇的综合应对能力,14,000526_学大教育_2025_ESG报告:p14:b9,paragraph,1.0000,证据明确披露了气候风险识别、分析及管理机制。,4,3.341,true,false,exact_source_excerpt_reconciliation,replaced a joined/paraphrased quote with the longest verbatim source segment,,,,,
000526_学大教育_2025_ESG报告,e_green_office,绿色办公,E,boolean,found,true,,推行无纸化办公，优先选用高能效设备，实施LED照明改造，规范空调管理，推广可再生能源应用。,在具体减排实践中，公司聚焦能源消耗与废弃物管理两大重点场景,15,000526_学大教育_2025_ESG报告:p15:b3,paragraph,1.0000,证据明确披露了无纸化办公、节能设备及绿色采购等绿色办公措施。,3,3.138,true,false,exact_source_excerpt_reconciliation,replaced a joined/paraphrased quote with the longest verbatim source segment,,,,,
000547_航天发展_2025_ESG报告,e_biodiversity,生物多样性保护,E,boolean,found,true,,公司关注生物多样性保护，推进绿色办公区打造，增加绿地面积，开展多样化植物种植，为生物提供生存空间。,在楼宇空间及园区道路周边开展多样化植物种植,36,000547_航天发展_2025_ESG报告:p36:b28,paragraph,1.0000,证据明确披露了生物多样性保护措施及具体行动。,5,3.239,true,false,exact_source_excerpt_reconciliation,replaced a joined/paraphrased quote with the longest verbatim source segment,,,,,
000557_西部创业_2025_可持续发展报告,e_biodiversity,生物多样性保护,E,boolean,found,true,,公司建立全链条生物多样性保护措施，将生物多样性管理纳入生态环境保护工作领导小组，加强施工全过程监理，维护沿线生态系统稳定性。,我们持续完善生态保护长效机制，成立生态环境保护工作领导小组，将生物多样性管理纳入其中,20,000557_西部创业_2025_可持续发展报告:p20:b7,paragraph,1.0000,证据明确披露了生物多样性管理机制及保护措施。,5,3.137,true,false,exact_source_excerpt_reconciliation,replaced a joined/paraphrased quote with the longest verbatim source segment,,,,,
000598_兴蓉环境_2025_ESG报告,e_biodiversity,生物多样性保护,E,boolean,found,true,,将生态保护融入全周期，开展环评，再生水回用湿地维持生态平衡。,对维护区域生物多样性和生态安全具有积极意义,16,000598_兴蓉环境_2025_ESG报告:p16:b2,paragraph,1.0000,证据明确披露了生物多样性保护措施及成效。,5,3.032,true,false,exact_source_excerpt_reconciliation,replaced a joined/paraphrased quote with the longest verbatim source segment,,,,,
000598_兴蓉环境_2025_ESG报告,e_carbon_management,碳排放管理措施,E,boolean,found,true,,搭建能碳管理平台，实现全流程能耗与碳排放实时监测、智能分析与精细管控，推动管理向数智化精准管控转型。,搭建厂站能碳管理平台，实现全流程能耗与碳排放的实时监测、智能分析与精细管控,13,000598_兴蓉环境_2025_ESG报告:p13:b4,paragraph,1.0000,证据明确披露了搭建能碳管理平台及实施实时监测等管理措施。,3,3.208,true,false,exact_source_excerpt_reconciliation,replaced a joined/paraphrased quote with the longest verbatim source segment,,,,,
000598_兴蓉环境_2025_ESG报告,e_climate_risk,气候风险管理,E,boolean,found,true,,将气候风险管理纳入全面风险管理体系，构建系统化流程，开展风险评估及全生命周期管理。,构建系统化、规范化的气候风险管理流程，开展气候变化风险评估,12,000598_兴蓉环境_2025_ESG报告:p12:b9,paragraph,1.0000,证据明确披露了气候风险管理体系、流程及评估机制。,5,2.981,true,false,exact_source_excerpt_reconciliation,replaced a joined/paraphrased quote with the longest verbatim source segment,,,,,
000777_中核科技_2025_ESG暨社会责任报告,e_carbon_management,碳排放管理措施,E,boolean,found,true,,制定《温室气体管理程序》，建立董事会统筹的管理架构，开展内部碳核查。,制定《温室气体管理程序》，将应对气候变化纳入公司发展战略体系,21,000777_中核科技_2025_ESG暨社会责任报告:p21:b3,paragraph,1.0000,证据明确披露了碳排放管理制度、架构及核查措施。,2,2.839,true,false,exact_source_excerpt_reconciliation,replaced a joined/paraphrased quote with the longest verbatim source segment,,,,,
000777_中核科技_2025_ESG暨社会责任报告,e_green_office,绿色办公,E,boolean,found,true,,报告设有“践行绿色办公”章节，并披露了绿色办公和运营相关措施。,践行绿色办公,28,000777_中核科技_2025_ESG暨社会责任报告:p28:b17,title,1.0000,证据明确提及绿色办公章节及措施，符合布尔型指标披露要求。,2,2.999,true,false,exact_source_excerpt_reconciliation,replaced a joined/paraphrased quote with the longest verbatim source segment,,,,,
000810_创维数字_2025_ESG报告,e_carbon_management,碳排放管理措施,E,boolean,found,true,,公司成立绿色低碳管理委员会，完善环境合规与碳管理体系，建立能源管理体系，开展能源审计与能效诊断。,公司成立绿色低碳管理委员会,6,000810_创维数字_2025_ESG报告:p6:b2,list,1.0000,证据明确披露成立委员会及完善碳管理体系等措施。,5,3.125,true,false,exact_source_excerpt_reconciliation,replaced a joined/paraphrased quote with the longest verbatim source segment,,,,,
000810_创维数字_2025_ESG报告,e_climate_risk,气候风险管理,E,boolean,found,true,,公司建立自上而下气候治理体系，系统性开展气候变化风险识别与管理工作，将风险管控融入中长期规划。,系统性开展气候变化风险识别与管理工作，建立健全气候治理体系与风险管理指标体系,23,000810_创维数字_2025_ESG报告:p23:b3,paragraph,1.0000,证据明确披露了气候治理体系及风险识别管理机制。,5,3.021,true,false,exact_source_excerpt_reconciliation,replaced a joined/paraphrased quote with the longest verbatim source segment,,,,,
000825_太钢不锈_2025_可持续发展报告,e_carbon_management,碳排放管理措施,E,boolean,found,true,,公司建立了系统化的ESG风险尽职调查机制，覆盖碳排放管理；设立全流程在线碳管理平台；能源环保部负责统筹推进碳排放管理。,公司建立了系统化的 ESG 风险尽职调查机制,7,000825_太钢不锈_2025_可持续发展报告:p7:b7,paragraph,1.0000,证据明确披露了碳排放管理机制、平台及负责部门。,5,3.266,true,false,exact_source_excerpt_reconciliation,replaced a joined/paraphrased quote with the longest verbatim source segment,,,,,
000825_太钢不锈_2025_可持续发展报告,e_green_office,绿色办公,E,boolean,found,True,,公司推行绿色办公理念，减少一次性用品，推行无纸化及双面用纸，推广视频会议。,公司积极推行“绿色办公、低碳生活”理念,35,000825_太钢不锈_2025_可持续发展报告:p35:b12,paragraph,1.0000,证据明确披露了绿色办公的具体措施和理念。,5,3.027,true,false,exact_source_excerpt_reconciliation,replaced a joined/paraphrased quote with the longest verbatim source segment,,,,,
000881_中广核技_2025_ESG报告,e_climate_risk,气候风险管理,E,boolean,found,true,,公司构建了气候变化管理体系，定期识别气候风险和机遇，并制定应对措施，包括实时监控、建立应急体系及开展低碳清洁生产。,中广核技持续增强自身应对气候变化的适应能力与韧性，构建了气候变化管理体系,20,000881_中广核技_2025_ESG报告:p20:b1,paragraph,1.0000,证据明确披露公司构建了气候变化管理体系及风险识别应对机制。,5,3.311,true,false,exact_source_excerpt_reconciliation,replaced a joined/paraphrased quote with the longest verbatim source segment,,,,,
000923_河钢资源_2025_ESG报告,e_biodiversity,生物多样性保护,E,boolean,found,true,,公司实施“雄鹰筑巢计划”保护受保护物种，推进采矿活动与自然保护协调共融。,通过在矿区战略点位搭建人工鹰巢，成功将鹰群迁离核心设施,30,000923_河钢资源_2025_ESG报告:p30:b13,paragraph,1.0000,证据明确披露了生物多样性保护的具体措施和机制。,5,3.194,true,false,exact_source_excerpt_reconciliation,replaced a joined/paraphrased quote with the longest verbatim source segment,,,,,
000923_河钢资源_2025_ESG报告,e_carbon_management,碳排放管理措施,E,boolean,found,true,,跟踪政策变化，动态调整环境治理策略；优化能源结构；筹划投资可再生能源技术研发；试点数字化能源管理系统。,试点数字化能源管理系统,25,000923_河钢资源_2025_ESG报告:p25:b6,table,0.9500,证据明确列出了应对碳排放政策及技术风险的治理策略和研发措施。,1,2.986,true,false,exact_source_excerpt_reconciliation,replaced a joined/paraphrased quote with the longest verbatim source segment,,,,,
000923_河钢资源_2025_ESG报告,e_green_office,绿色办公,E,boolean,found,True,,公司倡导节能降耗、低碳办公，推进电子化无纸化办公，减少纸质文件及一次性用品使用，鼓励线上会议。,大力推进电子化、无纸化办公，减少纸质文件印发，严格控制一次性办公用品使用,29,000923_河钢资源_2025_ESG报告:p29:b5,paragraph,1.0000,证据明确披露了绿色办公的具体措施和理念。,2,2.996,true,false,exact_source_excerpt_reconciliation,replaced a joined/paraphrased quote with the longest verbatim source segment,,,,,
001322_箭牌家居_2025_ESG报告,e_carbon_management,碳排放管理措施,E,boolean,found,true,,履行强制性减排责任，完成年度配额清缴；实施主动性减排规划，通过技术与管理优化降低碳排放强度。,二是实施主动性减排规划，通过持续的技术与管理优化，降低碳排放强度,25,001322_箭牌家居_2025_ESG报告:p25:b4,paragraph,1.0000,证据明确披露了强制性履约与主动性减排规划等管理措施。,2,3.075,true,false,exact_source_excerpt_reconciliation,replaced a joined/paraphrased quote with the longest verbatim source segment,,,,,
001390_古麒绒材_2025_可持续发展报告,e_biodiversity,生物多样性保护,E,boolean,found,true,,公司践行绿色发展理念，严格执行生态保护措施，降低对生物多样性影响，参与土地生态保护项目，修复和保护生态系统。,在项目运营中，公司严格执行生态保护措施，最大限度降低生产活动对周边生态环境的干扰，减少对区域生物多样性的潜在影响,29,001390_古麒绒材_2025_可持续发展报告:p29:b4,paragraph,1.0000,证据明确披露了公司采取生态保护措施及参与修复项目，符合生物多样性保护机制披露要求。,5,3.738,true,false,exact_source_excerpt_reconciliation,replaced a joined/paraphrased quote with the longest verbatim source segment,,,,,
001390_古麒绒材_2025_可持续发展报告,e_carbon_management,碳排放管理措施,E,boolean,found,true,,公司计划开展碳盘查和公开减碳目标，并持续完善全流程环境管理与碳管理体系。,"主动披露应对气候变化举措与环境治理信息,并计划开展碳盘查和公开减碳目标",23,001390_古麒绒材_2025_可持续发展报告:p23:b4,table,1.0000,证据明确提及开展碳盘查、公开减碳目标及完善碳管理体系。,2,3.070,true,false,exact_source_excerpt_reconciliation,replaced a joined/paraphrased quote with the longest verbatim source segment,,,,,
002011_盾安环境_2025_ESG报告,e_biodiversity,生物多样性保护,E,boolean,found,true,,盾安环境将生物多样性保护理念融入运营，开展生态评估，严控施工扰动，建立化学品管控体系，强化生物多样性保护。,盾安环境将生物多样性保护理念深度融入运营与决策全过程,24,002011_盾安环境_2025_ESG报告:p24:b9,paragraph,1.0000,证据明确披露了生物多样性保护的理念、措施及管控体系。,5,3.226,true,false,exact_source_excerpt_reconciliation,replaced a joined/paraphrased quote with the longest verbatim source segment,,,,,
002035_华帝股份_2025_ESG报告,e_biodiversity,生物多样性保护,E,boolean,found,true,,公司遵守生物多样性保护法规，新厂选址避让生态敏感区，运营中降低生态干扰，优先使用本地物种营造厂区生态，并推动供应链关注生态保护。,通过乔灌木结合、本地物种优先的方式，营造与周边环境相协调的厂区生态,31,002035_华帝股份_2025_ESG报告:p31:b17,paragraph,1.0000,证据明确披露了公司遵守相关法规及采取的具体保护措施。,5,3.565,true,false,exact_source_excerpt_reconciliation,replaced a joined/paraphrased quote with the longest verbatim source segment,,,,,
002079_苏州固锝_2025_ESG报告,e_biodiversity,生物多样性保护,E,boolean,found,true,,公司高度重视生态系统与生物多样性保护，开展生态放流、净山等志愿活动，践行人与自然和谐共生理念。,推动生态责任融入企业文化建设，为区域生态环境改善与生物多样性保护贡献力量,49,002079_苏州固锝_2025_ESG报告:p49:b9,paragraph,1.0000,证据明确披露了生物多样性保护的相关措施与活动。,5,3.056,true,false,exact_source_excerpt_reconciliation,replaced a joined/paraphrased quote with the longest verbatim source segment,,,,,
002203_海亮股份_2025_ESG报告,e_climate_risk,气候风险管理,E,boolean,found,true,,董事会负责监督气候风险管理，ESG工作小组统筹识别、评估及管理气候风险，执行层推动政策落地。,ESG工作小组则负责统筹识别、评估及管理气候相关风险与机遇,19,002203_海亮股份_2025_ESG报告:p19:b20,paragraph,1.0000,证据明确披露了董事会及工作小组对气候风险的治理、识别、评估及管理机制。,5,3.593,true,false,exact_source_excerpt_reconciliation,replaced a joined/paraphrased quote with the longest verbatim source segment,,,,,
002203_海亮股份_2025_ESG报告,e_green_office,绿色办公,E,boolean,found,true,,公司实施共享打印、推行无纸化办公，设置垃圾分类指引，降低能耗与废弃物影响。,公司上线了分布式智能节能管控平台，并实施共享打印项目，积极推行无纸化办公,19,002203_海亮股份_2025_ESG报告:p19:b1,paragraph,1.0000,证据明确披露了无纸化办公及垃圾分类等绿色办公措施。,4,3.060,true,false,exact_source_excerpt_reconciliation,replaced a joined/paraphrased quote with the longest verbatim source segment,,,,,
002444_巨星科技_2025_ESG报告,e_carbon_management,碳排放管理措施,E,boolean,found,True,,构建覆盖全链条碳管理体系，制定《碳排放管理制度》，成立绿色低碳工厂管理领导小组，推进制度化科学化管理。,公司专门成立绿色低碳工厂管理领导小组，制定《碳排放管理制度,23,002444_巨星科技_2025_ESG报告:p23:b7,paragraph,1.0000,证据明确披露了碳管理体系、制度及组织架构，符合指标定义。,2,3.023,true,false,exact_source_excerpt_reconciliation,replaced a joined/paraphrased quote with the longest verbatim source segment,,,,,
002490_山东墨龙_2025_ESG报告,e_climate_risk,气候风险管理,E,boolean,found,true,,公司披露了气候相关披露的管治、策略、风险管理等内容，对应章节为“应对气候变化推动低碳转型”。,气候相关披露 | 管治 | (a)负责监督气候相关风险和机遇的治理机构,82,002490_山东墨龙_2025_ESG报告:p82:b0,table,1.0000,证据明确列出气候相关披露的管治、策略及风险管理要求，并指明对应章节，表明已披露相关管理机制。,5,3.690,true,false,exact_source_excerpt_reconciliation,replaced a joined/paraphrased quote with the longest verbatim source segment,,,,,
002533_金杯电工_2025_ESG报告,e_biodiversity,生物多样性保护,E,boolean,found,true,,公司遵照相关法律法规开展生物多样性保护风险因素识别、隐患排查等工作。,公司持续关注其自身活动对生物多样性的影响，遵照《中华人民共和国环境保护法,18,002533_金杯电工_2025_ESG报告:p18:b12,paragraph,1.0000,证据明确披露公司开展生物多样性保护相关工作。,5,3.033,true,false,exact_source_excerpt_reconciliation,replaced a joined/paraphrased quote with the longest verbatim source segment,,,,,
002533_金杯电工_2025_ESG报告,e_climate_risk,气候风险管理,E,boolean,found,true,,将气候风险纳入整体风险管理流程，通过情景分析识别转型及物理风险，制定管理措施并评估有效性。,金杯电工将气候变化风险纳入公司整体风险管理流程中,14,002533_金杯电工_2025_ESG报告:p14:b3,paragraph,1.0000,证据明确披露了气候风险纳入管理流程及具体措施。,5,3.115,true,false,exact_source_excerpt_reconciliation,replaced a joined/paraphrased quote with the longest verbatim source segment,,,,,
002568_百润股份_2025_ESG报告,e_biodiversity,生物多样性保护,E,boolean,found,true,,公司通过厂区生态化建设、绿色采购及三废治理降低对生物栖息地干扰，并发起蒙古栎良种计划助力生物多样性保护。,公司始终将预防和减少对生物多样性的间接影响作为环境管理的重要内容,20,002568_百润股份_2025_ESG报告:p20:b6,paragraph,1.0000,证据明确披露了公司采取具体措施保护生物多样性。,5,3.244,true,false,exact_source_excerpt_reconciliation,replaced a joined/paraphrased quote with the longest verbatim source segment,,,,,
002573_清新环境_2025_ESG报告,e_biodiversity,生物多样性保护,E,boolean,found,true,,公司通过污染物治理减轻生态压力，并为生物多样性保护提供技术支持。,公司废水、废气、固（危）废等污染物治理运营业务,28,002573_清新环境_2025_ESG报告:p28:b6,paragraph,1.0000,证据明确披露了公司通过业务活动支持生物多样性保护的措施。,5,2.782,true,false,exact_source_excerpt_reconciliation,replaced a joined/paraphrased quote with the longest verbatim source segment,,,,,
002627_三峡旅游_2025_ESG报告,e_climate_risk,气候风险管理,E,boolean,found,true,,建立气候风险识别与管控机制，董事会负责审批相关事项并设定管控目标，各部门贯彻落实。,建立气候风险识别与管控机制,22,002627_三峡旅游_2025_ESG报告:p22:b1,paragraph,1.0000,证据明确披露了气候风险识别与管控机制及治理架构。,4,2.890,true,false,exact_source_excerpt_reconciliation,replaced a joined/paraphrased quote with the longest verbatim source segment,,,,,
002663_普邦股份_2025_ESG报告,e_biodiversity,生物多样性保护,E,boolean,found,true,,公司通过优化植物配置、清除外来入侵物种、恢复本土群落及迁地保护濒危植物等措施，推动生物多样性保护。,在生态修复与生物多样性方面，项目系统清除外来入侵红树物种拉关木，恢复11种本土红树群落,35,002663_普邦股份_2025_ESG报告:p35:b13,paragraph,1.0000,证据明确披露了生物多样性保护的具体措施和成果。,5,3.226,true,false,exact_source_excerpt_reconciliation,replaced a joined/paraphrased quote with the longest verbatim source segment,,,,,
002692_远程股份_2026_ESG报告,e_biodiversity,生物多样性保护,E,boolean,found,true,,公司致力于减少负面影响，参与生态保护，评估项目影响，且未发现对生物多样性造成重大影响。,远程股份致力于在项目建设和运营过程中减少对生物多样性的负面影响，积极参与生态保护工作,28,002692_远程股份_2026_ESG报告:p28:b11,paragraph,1.0000,证据明确披露了生物多样性保护的相关措施及影响评估情况。,5,3.107,true,false,exact_source_excerpt_reconciliation,replaced a joined/paraphrased quote with the longest verbatim source segment,,,,,
002692_远程股份_2026_ESG报告,e_green_office,绿色办公,E,boolean,found,true,,公司实施绿色办公举措，包括节电、节水、纸张管理及垃圾分类，推广二次纸和双面打印，禁止使用一次性纸杯。,垃圾分类与整洁管理,27,002692_远程股份_2026_ESG报告:p27:b2,table,1.0000,证据明确列出了绿色办公的具体管理措施和举措。,4,3.226,true,false,exact_source_excerpt_reconciliation,replaced a joined/paraphrased quote with the longest verbatim source segment,,,,,
002782_可立克_2025_可持续发展报告,e_carbon_management,碳排放管理措施,E,boolean,found,true,,公司开展碳盘查、碳核查及节能减排改造，并将节能降耗与碳管理作为管理关注重点。,碳盘查、碳核查节能减排改造,7,002782_可立克_2025_可持续发展报告:p7:b9,table,0.9500,证据明确提及碳盘查、核查及碳管理措施，符合披露要求。,2,2.947,true,false,exact_source_excerpt_reconciliation,replaced a joined/paraphrased quote with the longest verbatim source segment,,,,,
002807_江阴银行_2025_ESG报告,e_biodiversity,生物多样性保护,E,boolean,found,true,,本行支持生态保护修复，严格遵守生态保护红线和环境质量底线等硬约束。,覆盖节能环保、生态保护修复,16,002807_江阴银行_2025_ESG报告:p16:b1,paragraph,0.9500,证据明确提及支持生态保护修复及遵守生态保护红线，符合生物多样性保护披露要求。,3,2.709,true,false,exact_source_excerpt_reconciliation,replaced a joined/paraphrased quote with the longest verbatim source segment,,,,,
002807_江阴银行_2025_ESG报告,e_green_office,绿色办公,E,boolean,found,true,,全行积极倡导绿色办公，推行无纸化办公、线上会议，使用环保装修材料，降低资源消耗。,实行无纸化办公和线上会议等举措,19,002807_江阴银行_2025_ESG报告:p19:b1,paragraph,1.0000,证据明确提及倡导绿色办公及具体措施。,4,2.831,true,false,exact_source_excerpt_reconciliation,replaced a joined/paraphrased quote with the longest verbatim source segment,,,,,
002849_威星智能_2025_ESG报告,e_green_office,绿色办公,E,boolean,found,true,,推行无纸化办公，规范能源管理，配备节能设备，加强绿色理念宣导，优化办公环境布局。,公司以节能降耗、低碳环保为核心，推动办公流程数字化转型，全面推行无纸化办公,38,002849_威星智能_2025_ESG报告:p38:b5,paragraph,1.0000,证据明确披露了无纸化、节能管理及绿色宣导等绿色办公措施。,2,3.124,true,false,exact_source_excerpt_reconciliation,replaced a joined/paraphrased quote with the longest verbatim source segment,,,,,
002851_麦格米特_2025_ESG暨社会责任报告,e_biodiversity,生物多样性保护,E,boolean,found,true,,公司通过厂区绿化、项目选址规避生态敏感区及全生命周期管理，保护生物多样性，报告期内未发现重大不利影响。,对生态系统和生物多样性造成重大不利影响的情况,27,002851_麦格米特_2025_ESG暨社会责任报告:p27:b10,paragraph,1.0000,证据明确披露了生物多样性保护措施及无重大不利影响的结论。,5,3.174,true,false,exact_source_excerpt_reconciliation,replaced a joined/paraphrased quote with the longest verbatim source segment,,,,,
002851_麦格米特_2025_ESG暨社会责任报告,e_carbon_management,碳排放管理措施,E,boolean,found,true,,构建全链路碳管理体系，纳入供应商管理；实施产品碳足迹声明；推动零碳工厂升级，使用绿色电力；提供能效管理解决方案。,"构建覆盖电源、精密连接及核心零部件的全链路碳管理体系,将碳绩效纳入供应商分级管理与招投标体系",19,002851_麦格米特_2025_ESG暨社会责任报告:p19:b5,table,1.0000,证据明确披露了碳管理体系、产品碳足迹及零碳工厂等具体措施。,2,3.684,true,false,exact_source_excerpt_reconciliation,replaced a joined/paraphrased quote with the longest verbatim source segment,,,,,
