report_id,indicator_id,indicator_name,dimension,indicator_type,status,value,unit,qualitative_text,evidence_quote,page_no,block_id,block_type,llm_confidence,llm_reason,source_candidate_count,elapsed_seconds,postprocess_repaired,quantitative_incomplete,repair_method,repair_reason,raw_response,run_id,result_id,pdf_sha256,parsed_sha256,parser_backend,parser_model,llm_model,prompt_version,indicator_pool_sha256,evidence_match_mode,value_origin,unit_origin,derivation_method,derivation_expression,derivation_inputs_json
000016_深康佳Ａ_2025_ESG报告,e_waste_total,废弃物产生量,E,quantitative,found,22576.42,吨,,"一般废弃物产生量 | 18,725.42吨 
危险废弃物产生量 | 3,851吨",18,000016_深康佳Ａ_2025_ESG报告:p18:b18,table,0.9500,证据明确列出一般及危险废弃物产生量，求和得总量。,3,2.902,false,false,none,,,cg-20260822T011339Z-full200-vlm25-qwen36,cbd9b2fce4550c43db76624e164f863dd458da0ed321e7d777be79a560355556,d7915e78af82038cda08053deefc7f26e0200daeabc825908cfb8b2295433952,69b0c867347ab0cff8cc117582ec9e81826de6caa27b28341189df5edc1cf8e7,vlm-engine,MinerU2.5-Pro-2605-1.2B,qwen3.6-27b-q4_k_m,evidence-only-20260822,c711f35e4acbc195d98da429757b583805f114c62321b6dfb3ecbbd026d2420e,exact_raw_substring,derived,direct,aggregation_of_disclosed_components,证据明确列出一般及危险废弃物产生量，求和得总量。,"{""numeric_tokens"":[""18,725.42"",""3,851""],""evidence_quote"":""一般废弃物产生量 | 18,725.42吨 \n危险废弃物产生量 | 3,851吨""}"
000016_深康佳Ａ_2025_ESG报告,e_hazardous_waste,危险废弃物产生量,E,quantitative,found,3851,吨,,"危险废弃物产生量 | 3,851吨",18,000016_深康佳Ａ_2025_ESG报告:p18:b18,table,1.0000,"证据明确披露2025年危险废弃物产生量为3,851吨。",5,2.686,false,false,none,,,cg-20260822T011339Z-full200-vlm25-qwen36,8d0a694c02501a732e71b0039e95cf595c4c489febc7cb2c28439d838c3afeb7,d7915e78af82038cda08053deefc7f26e0200daeabc825908cfb8b2295433952,69b0c867347ab0cff8cc117582ec9e81826de6caa27b28341189df5edc1cf8e7,vlm-engine,MinerU2.5-Pro-2605-1.2B,qwen3.6-27b-q4_k_m,evidence-only-20260822,c711f35e4acbc195d98da429757b583805f114c62321b6dfb3ecbbd026d2420e,exact_raw_substring,direct,direct,,,
000016_深康佳Ａ_2025_ESG报告,e_nonhazardous_waste,一般废弃物产生量,E,quantitative,found,18725.42,吨,,"一般废弃物产生量 | 18,725.42吨",18,000016_深康佳Ａ_2025_ESG报告:p18:b18,table,1.0000,表格明确列示一般废弃物产生量数值及单位。,2,2.515,false,false,none,,,cg-20260822T011339Z-full200-vlm25-qwen36,15e48f22772d8ff0018817bfa6edda8c5691785d7ccba1b8cb635b1b9a0c5d94,d7915e78af82038cda08053deefc7f26e0200daeabc825908cfb8b2295433952,69b0c867347ab0cff8cc117582ec9e81826de6caa27b28341189df5edc1cf8e7,vlm-engine,MinerU2.5-Pro-2605-1.2B,qwen3.6-27b-q4_k_m,evidence-only-20260822,c711f35e4acbc195d98da429757b583805f114c62321b6dfb3ecbbd026d2420e,exact_raw_substring,direct,direct,,,
000016_深康佳Ａ_2025_ESG报告,e_waste_recycling,废弃物回收利用量,E,quantitative,missing,,,,,,,,1.0000,候选证据仅提及回收利用环节，未披露具体废弃物回收利用量数值。,1,1.681,false,false,none,,,cg-20260822T011339Z-full200-vlm25-qwen36,b430cb6f96c2ad7acdbb751e3dddc5c84be16a9b157e785e09ae8c882c5aecf5,d7915e78af82038cda08053deefc7f26e0200daeabc825908cfb8b2295433952,69b0c867347ab0cff8cc117582ec9e81826de6caa27b28341189df5edc1cf8e7,vlm-engine,MinerU2.5-Pro-2605-1.2B,qwen3.6-27b-q4_k_m,evidence-only-20260822,c711f35e4acbc195d98da429757b583805f114c62321b6dfb3ecbbd026d2420e,,,,,,
000016_深康佳Ａ_2025_ESG报告,e_air_pollutants,大气污染物排放,E,quantitative,found,0.49,吨,,"二氧化硫排放量 | 0.49吨 | ↓48.45% 
氮氧化物排放量 | 32.57吨 | ↓3.21% 
烟(粉)尘排放量 | 3.18吨 | ↑0.95% 
挥发性有机物排放量 | 13.64吨 | ↓12.44%",18,000016_深康佳Ａ_2025_ESG报告:p18:b2,table,1.0000,证据明确列出2025年各类大气污染物排放数值及单位。,3,3.485,false,false,none,,,cg-20260822T011339Z-full200-vlm25-qwen36,ee30513145753ebb96673f47f6533427be5197306869b56f3d04c3e7a8998ec0,d7915e78af82038cda08053deefc7f26e0200daeabc825908cfb8b2295433952,69b0c867347ab0cff8cc117582ec9e81826de6caa27b28341189df5edc1cf8e7,vlm-engine,MinerU2.5-Pro-2605-1.2B,qwen3.6-27b-q4_k_m,evidence-only-20260822,c711f35e4acbc195d98da429757b583805f114c62321b6dfb3ecbbd026d2420e,exact_raw_substring,direct,direct,,,
000016_深康佳Ａ_2025_ESG报告,e_nox,氮氧化物排放量,E,quantitative,found,32.57,吨,,氮氧化物排放量 | 32.57吨 | ↓3.21%,18,000016_深康佳Ａ_2025_ESG报告:p18:b2,table,1.0000,证据明确披露2025年氮氧化物排放量为32.57吨。,3,2.742,false,false,none,,,cg-20260822T011339Z-full200-vlm25-qwen36,0c9a60d412a6097984225525658c73fdbee2d7cb81bb348051caa39cd657cf08,d7915e78af82038cda08053deefc7f26e0200daeabc825908cfb8b2295433952,69b0c867347ab0cff8cc117582ec9e81826de6caa27b28341189df5edc1cf8e7,vlm-engine,MinerU2.5-Pro-2605-1.2B,qwen3.6-27b-q4_k_m,evidence-only-20260822,c711f35e4acbc195d98da429757b583805f114c62321b6dfb3ecbbd026d2420e,exact_raw_substring,direct,direct,,,
000016_深康佳Ａ_2025_ESG报告,e_voc,挥发性有机物排放量,E,quantitative,found,13.64,吨,,挥发性有机物排放量 | 13.64吨 | ↓12.44%,18,000016_深康佳Ａ_2025_ESG报告:p18:b2,table,1.0000,表格明确列出挥发性有机物排放量数值及单位。,1,2.448,false,false,none,,,cg-20260822T011339Z-full200-vlm25-qwen36,e20645d892d8bd3d418dbcfcceea197cec4fb60774a078cc2a5ca0514a5d8e47,d7915e78af82038cda08053deefc7f26e0200daeabc825908cfb8b2295433952,69b0c867347ab0cff8cc117582ec9e81826de6caa27b28341189df5edc1cf8e7,vlm-engine,MinerU2.5-Pro-2605-1.2B,qwen3.6-27b-q4_k_m,evidence-only-20260822,c711f35e4acbc195d98da429757b583805f114c62321b6dfb3ecbbd026d2420e,exact_raw_substring,direct,direct,,,
000016_深康佳Ａ_2025_ESG报告,e_particulate,颗粒物排放量,E,quantitative,missing,,,,,,,,1.0000,证据仅提及管理颗粒物排放，未提供具体数值。,1,1.617,false,false,none,,,cg-20260822T011339Z-full200-vlm25-qwen36,bbd5a62d00629d8f0f1ab965528b90e73cd07025bf489395e30642983c1fae1d,d7915e78af82038cda08053deefc7f26e0200daeabc825908cfb8b2295433952,69b0c867347ab0cff8cc117582ec9e81826de6caa27b28341189df5edc1cf8e7,vlm-engine,MinerU2.5-Pro-2605-1.2B,qwen3.6-27b-q4_k_m,evidence-only-20260822,c711f35e4acbc195d98da429757b583805f114c62321b6dfb3ecbbd026d2420e,,,,,,
000016_深康佳Ａ_2025_ESG报告,e_environmental_penalty,环境处罚,E,boolean,found,true,,未发生环境违法违规及重大环境事件,未发生环境违法违规及重大环境事件,15,000016_深康佳Ａ_2025_ESG报告:p15:b5,paragraph,1.0000,证据明确披露未发生环境违法违规事件,1,2.174,false,false,none,,,cg-20260822T011339Z-full200-vlm25-qwen36,faa63033c1fc6ca2c30efc71aee036e358f8b6a79bff20115ddf46f23640d31e,d7915e78af82038cda08053deefc7f26e0200daeabc825908cfb8b2295433952,69b0c867347ab0cff8cc117582ec9e81826de6caa27b28341189df5edc1cf8e7,vlm-engine,MinerU2.5-Pro-2605-1.2B,qwen3.6-27b-q4_k_m,evidence-only-20260822,c711f35e4acbc195d98da429757b583805f114c62321b6dfb3ecbbd026d2420e,exact_raw_substring,,,,,
000016_深康佳Ａ_2025_ESG报告,e_biodiversity,生物多样性保护,E,boolean,found,true,,公司严格执行生态保护红线等要求，履行生态环境保护主体责任，降低对周边生态环境影响。,康佳严格执行生态保护红线、环境质量底线、资源利用上限和环境准入负面清单要求，切实履行企业生态环境保护主体责任。,21,000016_深康佳Ａ_2025_ESG报告:p21:b14,paragraph,1.0000,证据明确披露了生态保护措施及责任履行情况。,5,2.912,false,false,none,,,cg-20260822T011339Z-full200-vlm25-qwen36,f38f50f731e4c2525e80ce474f2c0848940b6aeb9bed447eb23ce1f62fdbd5b9,d7915e78af82038cda08053deefc7f26e0200daeabc825908cfb8b2295433952,69b0c867347ab0cff8cc117582ec9e81826de6caa27b28341189df5edc1cf8e7,vlm-engine,MinerU2.5-Pro-2605-1.2B,qwen3.6-27b-q4_k_m,evidence-only-20260822,c711f35e4acbc195d98da429757b583805f114c62321b6dfb3ecbbd026d2420e,exact_raw_substring,,,,,
000016_深康佳Ａ_2025_ESG报告,e_green_product,绿色产品与服务,E,qualitative,found,,,多款核心产品通过绿色产品认证，推动消费端绿色低碳转型。推进绿色产品认证工作，严格对标相关评定标准，落实整改提升。,多款核心产品通过绿色产品认证，推动消费端绿色低碳转型,4,000016_深康佳Ａ_2025_ESG报告:p4:b5,paragraph,1.0000,证据明确提及核心产品通过绿色认证及推进认证工作。,4,3.181,true,false,exact_source_excerpt_reconciliation,replaced a joined/paraphrased quote with the longest verbatim source segment,,cg-20260822T011339Z-full200-vlm25-qwen36,0eacf256b32cfc61c752ba059593696b634495e98035385165fbb34c3a7f24ef,d7915e78af82038cda08053deefc7f26e0200daeabc825908cfb8b2295433952,69b0c867347ab0cff8cc117582ec9e81826de6caa27b28341189df5edc1cf8e7,vlm-engine,MinerU2.5-Pro-2605-1.2B,qwen3.6-27b-q4_k_m,evidence-only-20260822,c711f35e4acbc195d98da429757b583805f114c62321b6dfb3ecbbd026d2420e,exact_raw_substring,,,,,
000016_深康佳Ａ_2025_ESG报告,e_green_office,绿色办公,E,boolean,found,true,,倡导绿色办公，推行电子化办公，减少纸质文件使用，对可回收物品分类收集。,康佳积极倡导绿色办公理念，对废纸、塑料、金属等可回收物品进行分类收集，并推行电子化办公，减少纸质文件的使用。,21,000016_深康佳Ａ_2025_ESG报告:p21:b2,paragraph,1.0000,证据明确披露了绿色办公理念及电子化办公等具体措施。,2,2.880,false,false,none,,,cg-20260822T011339Z-full200-vlm25-qwen36,754285fb34935d709df095688ec482527de8807c861eb04312a7cd31200b9eaa,d7915e78af82038cda08053deefc7f26e0200daeabc825908cfb8b2295433952,69b0c867347ab0cff8cc117582ec9e81826de6caa27b28341189df5edc1cf8e7,vlm-engine,MinerU2.5-Pro-2605-1.2B,qwen3.6-27b-q4_k_m,evidence-only-20260822,c711f35e4acbc195d98da429757b583805f114c62321b6dfb3ecbbd026d2420e,exact_raw_substring,,,,,
000016_深康佳Ａ_2025_ESG报告,s_employee_total,员工总数,S,quantitative,found,"12,053",人,,"员工总人数 | 人 | 14,106 | 13,358 | 12,053",44,000016_深康佳Ａ_2025_ESG报告:p44:b0,table,1.0000,"表格明确列出2025年员工总人数为12,053人。",2,2.908,false,false,none,,,cg-20260822T011339Z-full200-vlm25-qwen36,a8b8951bbe741fe5c0b03b5b0bb351edff8ecafd6c458f29e8b7468bec2a2ad1,d7915e78af82038cda08053deefc7f26e0200daeabc825908cfb8b2295433952,69b0c867347ab0cff8cc117582ec9e81826de6caa27b28341189df5edc1cf8e7,vlm-engine,MinerU2.5-Pro-2605-1.2B,qwen3.6-27b-q4_k_m,evidence-only-20260822,c711f35e4acbc195d98da429757b583805f114c62321b6dfb3ecbbd026d2420e,exact_raw_substring,direct,direct,,,
000016_深康佳Ａ_2025_ESG报告,s_employee_gender,女性员工人数或占比,S,quantitative,missing,,,,,,,,1.0000,证据未提供女性员工具体人数或占比数值,2,1.664,false,false,none,,,cg-20260822T011339Z-full200-vlm25-qwen36,fd0e4384bd0ed9e92f89891c0480b6e2a7e220753be79964fbdd20ea84ee47bb,d7915e78af82038cda08053deefc7f26e0200daeabc825908cfb8b2295433952,69b0c867347ab0cff8cc117582ec9e81826de6caa27b28341189df5edc1cf8e7,vlm-engine,MinerU2.5-Pro-2605-1.2B,qwen3.6-27b-q4_k_m,evidence-only-20260822,c711f35e4acbc195d98da429757b583805f114c62321b6dfb3ecbbd026d2420e,,,,,,
000016_深康佳Ａ_2025_ESG报告,s_compensation_benefits,薪酬福利,S,qualitative,found,,,制定薪酬福利等制度，坚持同工同酬；提供社保、公积金、补充医保、体检、带薪休假、工作餐、过节费及防暑降温津贴等福利。,为员工提供社会保险、住房公积金、补充医疗保险等保障，定期组织员工健康体检,36,000016_深康佳Ａ_2025_ESG报告:p36:b2,paragraph,1.0000,证据明确披露了薪酬福利相关制度及具体措施。,2,3.261,true,false,exact_source_excerpt_reconciliation,replaced a joined/paraphrased quote with the longest verbatim source segment,,cg-20260822T011339Z-full200-vlm25-qwen36,10caa1be053bc309af0622a0440841a1fb183c1124b1c44752b1ea454459cb75,d7915e78af82038cda08053deefc7f26e0200daeabc825908cfb8b2295433952,69b0c867347ab0cff8cc117582ec9e81826de6caa27b28341189df5edc1cf8e7,vlm-engine,MinerU2.5-Pro-2605-1.2B,qwen3.6-27b-q4_k_m,evidence-only-20260822,c711f35e4acbc195d98da429757b583805f114c62321b6dfb3ecbbd026d2420e,exact_raw_substring,,,,,
000016_深康佳Ａ_2025_ESG报告,s_employee_rights,员工权益保障,S,qualitative,missing,,,,,,,,1.0000,候选证据仅提及议题名称或目录，无具体权益保障措施的定性描述。,5,1.909,false,false,none,,,cg-20260822T011339Z-full200-vlm25-qwen36,9a33025267f4b8e7903663502ed969d99739fc57809ffb32370d95de6efa8420,d7915e78af82038cda08053deefc7f26e0200daeabc825908cfb8b2295433952,69b0c867347ab0cff8cc117582ec9e81826de6caa27b28341189df5edc1cf8e7,vlm-engine,MinerU2.5-Pro-2605-1.2B,qwen3.6-27b-q4_k_m,evidence-only-20260822,c711f35e4acbc195d98da429757b583805f114c62321b6dfb3ecbbd026d2420e,,,,,,
000016_深康佳Ａ_2025_ESG报告,s_diversity_equal_opportunity,多元化与平等机会,S,qualitative,missing,,,,,,,,1.0000,候选证据仅涉及供应链风险管理，未披露多元化与平等机会相关内容。,2,1.801,false,false,none,,,cg-20260822T011339Z-full200-vlm25-qwen36,76a94436592b34dcb6f4801e368c99ca94f7cd103cc000d8f1fde9489aa01e58,d7915e78af82038cda08053deefc7f26e0200daeabc825908cfb8b2295433952,69b0c867347ab0cff8cc117582ec9e81826de6caa27b28341189df5edc1cf8e7,vlm-engine,MinerU2.5-Pro-2605-1.2B,qwen3.6-27b-q4_k_m,evidence-only-20260822,c711f35e4acbc195d98da429757b583805f114c62321b6dfb3ecbbd026d2420e,,,,,,
000016_深康佳Ａ_2025_ESG报告,s_occupational_health,职业健康,S,qualitative,found,,,制定职业健康管理制度，开展危害监测与评价，配备劳保用品，设置安全警示标识，组织职业病防治宣传及员工健康体检。,每年委托专业机构开展职业危害因素监测与现状评价,39,000016_深康佳Ａ_2025_ESG报告:p39:b14,list,1.0000,证据详细描述了职业健康管理制度、监测、防护及体检措施。,5,3.355,true,false,exact_source_excerpt_reconciliation,replaced a joined/paraphrased quote with the longest verbatim source segment,,cg-20260822T011339Z-full200-vlm25-qwen36,db286f1230739b74cd2e7156621520add8d59ed406b26d2a4e58d5780cd715ec,d7915e78af82038cda08053deefc7f26e0200daeabc825908cfb8b2295433952,69b0c867347ab0cff8cc117582ec9e81826de6caa27b28341189df5edc1cf8e7,vlm-engine,MinerU2.5-Pro-2605-1.2B,qwen3.6-27b-q4_k_m,evidence-only-20260822,c711f35e4acbc195d98da429757b583805f114c62321b6dfb3ecbbd026d2420e,exact_raw_substring,,,,,
000016_深康佳Ａ_2025_ESG报告,s_safety,安全生产,S,qualitative,found,,,公司建立长效管理机制，加强安全标志、防护设施设置和维护，依规配备劳保用品，定期校验维护，确保正常使用。,严格按照国家安全生产及职业健康相关规范标准，在各相关生产作业场所规范设置安全警示标识牌和安全警示标志，并建立长效管理机制，加强公司安全标志、安全防护设施的设置和维护管理工作。,39,000016_深康佳Ａ_2025_ESG报告:p39:b14,list,1.0000,证据明确描述了安全生产管理机制及具体措施。,5,3.268,false,false,none,,,cg-20260822T011339Z-full200-vlm25-qwen36,b9a116651a83959052bdb29bd73e97224c20afa7c55af1058f643f543df4418b,d7915e78af82038cda08053deefc7f26e0200daeabc825908cfb8b2295433952,69b0c867347ab0cff8cc117582ec9e81826de6caa27b28341189df5edc1cf8e7,vlm-engine,MinerU2.5-Pro-2605-1.2B,qwen3.6-27b-q4_k_m,evidence-only-20260822,c711f35e4acbc195d98da429757b583805f114c62321b6dfb3ecbbd026d2420e,exact_raw_substring,,,,,
000016_深康佳Ａ_2025_ESG报告,s_work_injury,工伤事故,S,quantitative,missing,,,,,,,,0.0000,,0,0.001,false,false,none,,,cg-20260822T011339Z-full200-vlm25-qwen36,871c7823a2ee89546802a4c60d324bc89271f7a9f5d2514c1e1c09d20e983483,d7915e78af82038cda08053deefc7f26e0200daeabc825908cfb8b2295433952,69b0c867347ab0cff8cc117582ec9e81826de6caa27b28341189df5edc1cf8e7,vlm-engine,MinerU2.5-Pro-2605-1.2B,qwen3.6-27b-q4_k_m,evidence-only-20260822,c711f35e4acbc195d98da429757b583805f114c62321b6dfb3ecbbd026d2420e,,,,,,
000016_深康佳Ａ_2025_ESG报告,s_product_quality,产品质量管理,S,qualitative,found,,,公司推进“以预防为主”的质量管理体系建设，促进质量管理从事后解决问题向事前预防转变。,公司按照“总部抓总、业务单元抓专、基层单位抓实”的质量管理整体工作思路，推进“以预防为主”的质量管理体系建设，围绕达成年度质量目标，通过赋能和加强监督，促进质量管理从事后解决问题向事前预防转变。,25,000016_深康佳Ａ_2025_ESG报告:p25:b19,paragraph,1.0000,证据明确描述了公司质量管理体系的建设思路及预防为主的策略。,5,3.428,false,false,none,,,cg-20260822T011339Z-full200-vlm25-qwen36,7ef5463269daf2d60104be13c5102855630e115f183161b7ebaf3332e98b79a8,d7915e78af82038cda08053deefc7f26e0200daeabc825908cfb8b2295433952,69b0c867347ab0cff8cc117582ec9e81826de6caa27b28341189df5edc1cf8e7,vlm-engine,MinerU2.5-Pro-2605-1.2B,qwen3.6-27b-q4_k_m,evidence-only-20260822,c711f35e4acbc195d98da429757b583805f114c62321b6dfb3ecbbd026d2420e,exact_raw_substring,,,,,
