report_id,indicator_id,quote_changed,original_evidence_quote,final_evidence_quote,value_origin,unit_origin,derivation_method,derivation_expression,derivation_inputs_json,review_kind,reviewed_at
000598_兴蓉环境_2025_ESG报告,e_ghg_scope1,True,"议题:应对气候变化 温室气体排放 排放总量(范畴一+范畴二) | 吨二氧化碳当量 | 604,244.04 范畴一 | 吨二氧化碳当量 | 117,291.67","议题:应对气候变化 
温室气体排放 
排放总量(范畴一+范畴二) | 吨二氧化碳当量 | 604,244.04 
范畴一 | 吨二氧化碳当量 | 117,291.67",direct,direct,,,,deterministic_canonical_hardening,2026-08-24T13:35:14.356040+00:00
000720_新能泰山_2025_ESG报告,g_independent_director_ratio,False,董事人数 | 人 | 10,董事人数 | 人 | 10,derived,normalized_or_inferred,ratio_from_disclosed_counts_or_fraction,证据明确给出独立董事4人，董事总数10人，占比40%。,"{""numeric_tokens"":[""10""],""evidence_quote"":""董事人数 | 人 | 10""}",deterministic_canonical_hardening,2026-08-24T13:35:14.356040+00:00
000758_中色股份_2025_ESG暨社会责任报告,e_air_pollutants,True,废气污染物排放量 | | | | 二氧化硫排放量 | 吨 | 199.89 | 177.98 | 212.86 氮氧化物排放量 | 吨 | 191.47 | 177.3 | 199.11,"废气污染物排放量 | | | | 
二氧化硫排放量 | 吨 | 199.89 | 177.98 | 212.86 
氮氧化物排放量 | 吨 | 191.47 | 177.3 | 199.11",direct,direct,,,,deterministic_canonical_hardening,2026-08-24T13:35:14.356040+00:00
000758_中色股份_2025_ESG暨社会责任报告,g_esg_governance,True,- ESG治理架构 1,"ESG治理架构
1",,,,,,deterministic_canonical_hardening,2026-08-24T13:35:14.356040+00:00
000777_中核科技_2025_ESG暨社会责任报告,e_ghg_total,True,"关键指标 | 单位 | 2025年 温室气体排放总量 | 吨二氧化碳当量 | 6,108.87","关键指标 | 单位 | 2025年 
温室气体排放总量 | 吨二氧化碳当量 | 6,108.87",direct,direct,,,,deterministic_canonical_hardening,2026-08-24T13:35:14.356040+00:00
000777_中核科技_2025_ESG暨社会责任报告,e_waste_total,False,危险废弃物产生量 | 吨 | 88.287,危险废弃物产生量 | 吨 | 88.287,derived,direct,aggregation_of_disclosed_components,证据明确列出一般及危险废弃物产生量，求和得总量。,"{""numeric_tokens"":[""88.287""],""evidence_quote"":""危险废弃物产生量 | 吨 | 88.287""}",deterministic_canonical_hardening,2026-08-24T13:35:14.356040+00:00
000777_中核科技_2025_ESG暨社会责任报告,e_air_pollutants,True,废气排放情况 硫化物(SOx)排放量 | 吨 | 0.025,"废气排放情况 
硫化物(SOx)排放量 | 吨 | 0.025",direct,direct,,,,deterministic_canonical_hardening,2026-08-24T13:35:14.356040+00:00
000777_中核科技_2025_ESG暨社会责任报告,s_employee_total,True,"议题 | 指标名称 | 基准单位 | 2025年 劳动关系管理 | 员工总人数 | 人 | 1,046","议题 | 指标名称 | 基准单位 | 2025年 
劳动关系管理 | 员工总人数 | 人 | 1,046",direct,direct,,,,deterministic_canonical_hardening,2026-08-24T13:35:14.356040+00:00
000777_中核科技_2025_ESG暨社会责任报告,s_employee_rights,True,员工权益及福利 | 员工薪酬福利体系 技能培训和职业发展 | 员工培训 员工健康与安全 | 员工考核与晋升 职业健康与安全生产保障 职代会与工会,"员工权益及福利 | 员工薪酬福利体系 
技能培训和职业发展 | 员工培训 
员工健康与安全 | 员工考核与晋升 
职业健康与安全生产保障 
职代会与工会",,,,,,deterministic_canonical_hardening,2026-08-24T13:35:14.356040+00:00
000777_中核科技_2025_ESG暨社会责任报告,s_research_development,True,"关键指标 | 单位 | 2025年 研发投入 | 万元 | 6,873.74","关键指标 | 单位 | 2025年 
研发投入 | 万元 | 6,873.74",direct,direct,,,,deterministic_canonical_hardening,2026-08-24T13:35:14.356040+00:00
000777_中核科技_2025_ESG暨社会责任报告,s_supplier,True,供应链安全与管理 | 供应商管理 | S3.1.1 供应商选择与管理 | 链动高效协同 S3.1.2 供应商数量与分布 | 链动高效协同 供应链环节管理 | S3.2.1 供应链管理政策及措施 | 链动高效协同,"供应链安全与管理 | 供应商管理 | S3.1.1 供应商选择与管理 | 链动高效协同 
S3.1.2 供应商数量与分布 | 链动高效协同 
供应链环节管理 | S3.2.1 供应链管理政策及措施 | 链动高效协同",,,,,,deterministic_canonical_hardening,2026-08-24T13:35:14.356040+00:00
000777_中核科技_2025_ESG暨社会责任报告,g_independent_director_ratio,False,截至报告期末，董事会共由9名董事组成,截至报告期末，董事会共由9名董事组成,derived,normalized_or_inferred,ratio_from_disclosed_counts_or_fraction,证据明确披露独立董事人数及占比数值。,"{""numeric_tokens"":[""9""],""evidence_quote"":""截至报告期末，董事会共由9名董事组成""}",deterministic_canonical_hardening,2026-08-24T13:35:14.356040+00:00
000777_中核科技_2025_ESG暨社会责任报告,g_board_diversity,False,截至报告期末，董事会共由9名董事组成，其中包含2名女性董事，占比22.22%；独立董事3名，占比33.33%。成员专业背景多元，涵盖经济、法律、财务、机械等多个领域,截至报告期末，董事会共由9名董事组成，其中包含2名女性董事，占比22.22%；独立董事3名，占比33.33%。成员专业背景多元，涵盖经济、法律、财务、机械等多个领域,direct,normalized_or_inferred,,,,deterministic_canonical_hardening,2026-08-24T13:35:14.356040+00:00
000777_中核科技_2025_ESG暨社会责任报告,g_shareholder_meetings,True,议题 | 指标名称 | 基准单位 | 2025年 公司治理 | 股东会 召开总次数 | 次 | 6,"议题 | 指标名称 | 基准单位 | 2025年 
公司治理 | 股东会 
召开总次数 | 次 | 6",direct,direct,,,,deterministic_canonical_hardening,2026-08-24T13:35:14.356040+00:00
000810_创维数字_2025_ESG报告,s_employee_total,True,"员工总数 | 境内 | 人 | 3,885 境外 | 人 | 436","员工总数 | 境内 | 人 | 3,885 
境外 | 人 | 436",direct,direct,,,,deterministic_canonical_hardening,2026-08-24T13:35:14.356040+00:00
000810_创维数字_2025_ESG报告,s_employee_gender,True,按性别划分 | 男性 | % | 72.92 女性 | % | 27.08,"按性别划分 | 男性 | % | 72.92 
女性 | % | 27.08",direct,direct,,,,deterministic_canonical_hardening,2026-08-24T13:35:14.356040+00:00
000810_创维数字_2025_ESG报告,s_patents,True,"授权专利总数累计 | 截至2025年12月31日 | 项 | 2,579 2025年度新增 | 项 | 127","授权专利总数累计 | 截至2025年12月31日 | 项 | 2,579 
2025年度新增 | 项 | 127",direct,direct,,,,deterministic_canonical_hardening,2026-08-24T13:35:14.356040+00:00
000810_创维数字_2025_ESG报告,s_community_investment,True,"社会公益 扶贫及乡村振兴项目总投入 | | 元 | 290,569","社会公益 
扶贫及乡村振兴项目总投入 | | 元 | 290,569",direct,direct,,,,deterministic_canonical_hardening,2026-08-24T13:35:14.356040+00:00
000825_太钢不锈_2025_可持续发展报告,e_fuel_consumption,True,2025年 能源消费总量 | 万吨标准煤 | 626.39,"2025年 
能源消费总量 | 万吨标准煤 | 626.39",direct,direct,,,,deterministic_canonical_hardening,2026-08-24T13:35:14.356040+00:00
000825_太钢不锈_2025_可持续发展报告,e_biodiversity,True,定期开展生物多样性风险评估，在避免、减少、恢复与再生、转型各个层级上采取行动，尽可能避免对野生动物栖息地造成侵扰。,定期开展生物多样性风险评估，在避免、减少、恢复与再生、转型各个层级上采取行动，尽可能避免对野生动物栖息地造成侵扰,,,,,,deterministic_canonical_hardening,2026-08-24T13:35:14.356040+00:00
000825_太钢不锈_2025_可持续发展报告,g_independent_director_ratio,False,报告期内，公司董事会成员由11名董事组成，包括7名董事、4名独立董事,报告期内，公司董事会成员由11名董事组成，包括7名董事、4名独立董事,derived,normalized_or_inferred,ratio_from_disclosed_counts_or_fraction,证据明确披露董事总数及独立董事人数，可计算占比。,"{""numeric_tokens"":[""11"",""7"",""4""],""evidence_quote"":""报告期内，公司董事会成员由11名董事组成，包括7名董事、4名独立董事""}",deterministic_canonical_hardening,2026-08-24T13:35:14.356040+00:00
000825_太钢不锈_2025_可持续发展报告,g_anti_corruption,True,制定《太钢采购人员廉洁从业“十不准”》等制度，明确各类禁止行为及问责机制。开展“家庭助廉”、廉政基地参观、专项谈话等活动，深化廉洁教育。,"制定《太钢采购人员廉洁从业“十不准”》等制度，明确各类禁止行为及问责机制。
- 开展“家庭助廉”、廉政基地参观、专项谈话等活动，深化廉洁教育",,,,,,deterministic_canonical_hardening,2026-08-24T13:35:14.356040+00:00
000825_太钢不锈_2025_可持续发展报告,g_materiality_assessment,True,- 设置影响重要性和财务重要性判断阈值，评估 ESG 议题的影响重要性和财务重要性； - 基于各议题在“影响重要性”和“财务重要性”的排序，形成双重重要性议题矩阵。,"设置影响重要性和财务重要性判断阈值，评估 ESG 议题的影响重要性和财务重要性；
- 基于各议题在“影响重要性”和“财务重要性”的排序，形成双重重要性议题矩阵",,,,,,deterministic_canonical_hardening,2026-08-24T13:35:14.356040+00:00
000881_中广核技_2025_ESG报告,e_carbon_management,True,浙江俊尔基于可持续发展的环境理念和善尽企业社会责任的义务，积极致力于温室气体排放盘查与管理，通过浙江俊尔的内部管理，节约能源资源，减少温室气体排放。,浙江俊尔基于可持续发展的环境理念和善尽企业社会责任的义务，积极致力于温室气体排放盘查与管理，通过浙江俊尔的内部管理，节约能源资源，减少温室气体排放,,,,,,deterministic_canonical_hardening,2026-08-24T13:35:14.356040+00:00
000881_中广核技_2025_ESG报告,e_particulate,True,披露项 | 单位 | 2023年 | 2024年 | 2025年 废气中颗粒物(PM)排放量 $^{3}$ | 千克 | 15.35 | 17.43 | 9.11,"披露项 | 单位 | 2023年 | 2024年 | 2025年 
废气中颗粒物(PM)排放量 $^{3}$ | 千克 | 15.35 | 17.43 | 9.11",direct,direct,,,,deterministic_canonical_hardening,2026-08-24T13:35:14.356040+00:00
000881_中广核技_2025_ESG报告,e_green_product,True,开展绿色产品及服务业务，例如电子束处理特种废弃物技术。,"开展绿色产品及服务业务,例如电子束处理特种废弃物技术",,,,,,deterministic_canonical_hardening,2026-08-24T13:35:14.356040+00:00
000881_中广核技_2025_ESG报告,g_business_ethics,True,廉洁建设 | 廉洁建设制度规范 | 商业道德 廉洁建设措施成效 | 商业道德 规范治理 | 公平竞争 | 公平竞争制度规范 | 商业道德 公平竞争措施成效 | 商业道德,"廉洁建设 | 廉洁建设制度规范 | 商业道德 
廉洁建设措施成效 | 商业道德 
规范治理 | 公平竞争 | 公平竞争制度规范 | 商业道德 
公平竞争措施成效 | 商业道德",,,,,,deterministic_canonical_hardening,2026-08-24T13:35:14.356040+00:00
000881_中广核技_2025_ESG报告,e_ghg_scope1,True,范围一温室气体排放量 858.52 吨二氧化碳当量,范围一温室气体排放量858.52吨二氧化碳当量,direct,direct,,,,deterministic_canonical_hardening,2026-08-24T13:35:14.356040+00:00
000923_河钢资源_2025_ESG报告,e_water_total,True,"水资源利用 年度用水总量 | 万立方米 | 3,897.9 | 5,086.8 | 5,129.1","水资源利用 
年度用水总量 | 万立方米 | 3,897.9 | 5,086.8 | 5,129.1",direct,direct,,,,deterministic_canonical_hardening,2026-08-24T13:35:14.356040+00:00
000923_河钢资源_2025_ESG报告,e_nox,True,2025年，颗粒物（PM）排放135.7吨，二氧化硫（ \mathrm{SO}_2 ）排放0.7吨，氮氧化物（ \mathrm{NO_X} ）排放110.2吨。,"2025年，颗粒物（PM）排放135.7吨，二氧化硫（ 
\mathrm{SO}_2
）排放0.7吨，氮氧化物（ 
\mathrm{NO_X}
）排放110.2吨",direct,direct,,,,deterministic_canonical_hardening,2026-08-24T13:35:14.356040+00:00
000923_河钢资源_2025_ESG报告,s_supplier,True,成立供应商评估委员会，持续完善供应商管理机制，系统化识别、评估和监控供应链风险，保障关键商品和服务供应链安全与连续性。,成立供应商评估委员会，持续完善供应商管理机制，系统化识别、评估和监控供应链风险，保障关键商品和服务供应链安全与连续性,,,,,,deterministic_canonical_hardening,2026-08-24T13:35:14.356040+00:00
000923_河钢资源_2025_ESG报告,g_independent_director_ratio,False,公司董事会由9名董事组成，其中包括3名独立董事以及2名女性董事,公司董事会由9名董事组成，其中包括3名独立董事以及2名女性董事,derived,normalized_or_inferred,ratio_from_disclosed_counts_or_fraction,证据明确给出董事总数9人及独董3人，可计算占比。,"{""numeric_tokens"":[""9"",""3"",""2""],""evidence_quote"":""公司董事会由9名董事组成，其中包括3名独立董事以及2名女性董事""}",deterministic_canonical_hardening,2026-08-24T13:35:14.356040+00:00
000968_蓝焰控股_2025_ESG报告,s_employee_gender,True,"员工总数 | 人 | 2,154 按性别划分 男性 | 人 | 1,476 女性 | 人 | 678","员工总数 | 人 | 2,154 
按性别划分 
男性 | 人 | 1,476 
女性 | 人 | 678",direct,direct,,,,deterministic_canonical_hardening,2026-08-24T13:35:14.356040+00:00
000968_蓝焰控股_2025_ESG报告,s_employee_rights,True,员工 | 保障员工权益 | 依法签订劳动合同 职业健康与安全 | 建立各级工会组织举办各类培训学习 员工发展与培训 | 开展各类文体活动全方位保障职业健康,"员工 | 保障员工权益 | 依法签订劳动合同 
职业健康与安全 | 建立各级工会组织举办各类培训学习 
员工发展与培训 | 开展各类文体活动全方位保障职业健康",,,,,,deterministic_canonical_hardening,2026-08-24T13:35:14.356040+00:00
